game,char,file,duration_s,tail_maxdB,reason
heroes-of-the-storm,garrosh,garrosh-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,garrosh,garrosh-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,garrosh,garrosh-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,garrosh,garrosh-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,garrosh,garrosh-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-ai-goodjob-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,gazlowe,gazlowe-taunt-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,genji,genji-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,genji,genji-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,genji,genji-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,genji,genji-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,genji,genji-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-laugh-1.ogg,1.99,-99.0,capped
heroes-of-the-storm,greymane,greymane-laugh-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,greymane,greymane-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,greymane,greymane-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-introquestion-1.ogg,2.003,-99.0,capped
heroes-of-the-storm,guldan,guldan-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,guldan,guldan-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,hanzo,hanzo-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,hanzo,hanzo-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,hanzo,hanzo-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,hanzo,hanzo-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,hogger,hogger-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,hogger,hogger-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,hogger,hogger-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,hogger,hogger-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,hogger,hogger-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,hogger,hogger-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,hogger,hogger-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,hogger,hogger-laugh-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,hogger,hogger-pissed-2.ogg,1.989,-99.0,capped
heroes-of-the-storm,hogger,hogger-teamkill-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-introboast-1.ogg,1.998,-99.0,capped
heroes-of-the-storm,illidan,illidan-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-pissed-2.ogg,2.003,-99.0,capped
heroes-of-the-storm,illidan,illidan-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-taunt-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,illidan,illidan-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,illidan,illidan-yes-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,imperius,imperius-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-introresponse-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-laugh00-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-laugh00-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,imperius,imperius-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,jaina,jaina-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,jaina,jaina-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,jaina,jaina-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,jaina,jaina-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,jaina,jaina-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,johanna,johanna-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,johanna,johanna-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,johanna,johanna-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,johanna,johanna-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,johanna,johanna-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,johanna,johanna-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,junkrat,junkrat-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,junkrat,junkrat-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,junkrat,junkrat-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,junkrat,junkrat-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,junkrat,junkrat-laugh00-alt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,junkrat,junkrat-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,junkrat,junkrat-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-introboast-1.ogg,1.995,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-introquestion-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,kaelthas,kaelthas-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-laugh-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,kelthuzad,kelthuzad-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kerrigan,kerrigan-introboast-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,kerrigan,kerrigan-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kerrigan,kerrigan-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kerrigan,kerrigan-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kerrigan,kerrigan-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,kerrigan,kerrigan-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kerrigan,kerrigan-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kerrigan,kerrigan-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,kerrigan,kerrigan-worthit-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-laugh00-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-laugh00-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-laugh00-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,kharazim,kharazim-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-ai-goodjob-1.ogg,1.998,-99.0,capped
heroes-of-the-storm,leoric,leoric-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-laugh-0.ogg,1.998,-99.0,capped
heroes-of-the-storm,leoric,leoric-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,leoric,leoric-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-li,li-li-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-ming,li-ming-ai-goodjob-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,li-ming,li-ming-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-ming,li-ming-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-ming,li-ming-introquestion-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,li-ming,li-ming-introquestion-1.ogg,1.995,-99.0,capped
heroes-of-the-storm,li-ming,li-ming-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-ming,li-ming-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-ming,li-ming-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,li-ming,li-ming-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,lt-morales,lt-morales-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lt-morales,lt-morales-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,lt-morales,lt-morales-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lt-morales,lt-morales-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lt-morales,lt-morales-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lt-morales,lt-morales-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,lucio,lucio-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lucio,lucio-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,lucio,lucio-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lucio,lucio-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,lucio,lucio-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lucio,lucio-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,lucio,lucio-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lucio,lucio-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,lunara,lunara-introboast-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,lunara,lunara-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lunara,lunara-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,lunara,lunara-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lunara,lunara-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,lunara,lunara-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,lunara,lunara-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-laugh-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-pissed-2.ogg,1.993,-99.0,capped
heroes-of-the-storm,maiev,maiev-vox-gethitlarge-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,maiev,maiev-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,malfurion,malfurion-yes-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,malganis,malganis-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-laugh00-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-laugh00-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malganis,malganis-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-attack-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-attack-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-kill-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-kill-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-kill-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,malthael,malthael-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,medivh,medivh-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,medivh,medivh-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,medivh,medivh-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,medivh,medivh-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,medivh,medivh-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,medivh,medivh-laugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,medivh,medivh-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,medivh,medivh-pissed-2.ogg,2.01,-99.0,capped
heroes-of-the-storm,mei,mei-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mei,mei-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mei,mei-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mei,mei-introquestion-1.ogg,1.993,-99.0,capped
heroes-of-the-storm,mei,mei-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,mei,mei-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-ai-goodjob-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-ai-goodjob-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-laugh00-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-laugh00-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-laugh00-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-vox-gethitlarge-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-yes-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,mephisto,mephisto-yes-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-taunt-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,muradin,muradin-taunt-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-worthit-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,muradin,muradin-worthit-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-introquestion-d3hero-0.ogg,1.999,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-introquestion-demon-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-introquestion-murky-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-introquestion-tyrael-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-killarthas-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-killdiablo-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-pissed-1.ogg,2.01,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,nazeebo,nazeebo-teamkill-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nova,nova-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nova,nova-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,nova,nova-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nova,nova-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,nova,nova-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,nova,nova-taunt-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,nova,nova-taunt-1.ogg,2.009,-99.0,capped
heroes-of-the-storm,nova,nova-taunt-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,orphea,orphea-introboast-0.ogg,1.993,-99.0,capped
heroes-of-the-storm,orphea,orphea-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,orphea,orphea-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,orphea,orphea-introquestion-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,orphea,orphea-laugh-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,orphea,orphea-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,orphea,orphea-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,orphea,orphea-pissed-2.ogg,2.0,-99.0,capped
heroes-of-the-storm,probius,probius-introboast-0.ogg,1.983,-99.0,capped
heroes-of-the-storm,probius,probius-introquestion-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,probius,probius-killlaugh-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,probius,probius-pissed-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,probius,probius-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,qhira,qhira-introboast-0.ogg,2.0,-99.0,capped
heroes-of-the-storm,qhira,qhira-introboast-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,qhira,qhira-introquestion-0.ogg,1.995,-99.0,capped
heroes-of-the-storm,qhira,qhira-pissed-1.ogg,2.0,-99.0,capped
heroes-of-the-storm,qhira,qhira-pissed-2.ogg,2.0,-99.0,capped
